1, 0, 0.1773075, -0.0713383, 2.631434
1, 1, 0.1602811, 0.2170677, 2.590319
1, 2, 0.1428646, 0.4975929, 2.537374
1, 3, 0.1532814, 0.6257371, 2.46626
1, 4, -0.03741102, 0.4148203, 2.56362
1, 5, -0.06579634, 0.1635014, 2.590298
1, 6, -0.05156877, -0.0570797, 2.549683
1, 7, -0.0239375, -0.1287699, 2.555815
1, 8, 0.3373395, 0.4023178, 2.561291
1, 9, 0.3714767, 0.1568017, 2.591928
1, 10, 0.3807672, -0.05425441, 2.54742
1, 11, 0.3560597, -0.1224696, 2.54249
1, 12, 0.08955897, -0.06756609, 2.600995
1, 13, 0.09413823, -0.4629342, 2.692713
1, 14, 0.1274817, -0.8286312, 2.731469
1, 15, 0.1051636, -0.921875, 2.644531
1, 16, 0.2603986, -0.07323803, 2.592809
1, 17, 0.3206961, -0.4961854, 2.672799
1, 18, 0.352548, -0.8548117, 2.705751
1, 19, 0.3652344, -0.9277344, 2.601563
1, 20, 0.1473041, 0.4285997, 2.552759
1, 21, -0.0225718, -0.2118337, 2.548673
1, 22, 0.0212491, -0.1110207, 2.540714
1, 23, 0.3365212, -0.2166135, 2.541122
1, 24, 0.3936254, -0.1424575, 2.51604
2, 0, 0.1769581, -0.07254172, 2.632825
2, 1, 0.160173, 0.216633, 2.590599
2, 2, 0.1428336, 0.4973989, 2.537197
2, 3, 0.1529808, 0.6254662, 2.46558
2, 4, -0.03868475, 0.4136044, 2.562466
2, 5, -0.06776813, 0.1614877, 2.588861
2, 6, -0.05266036, -0.05847036, 2.552075
2, 7, -0.02803273, -0.1307099, 2.562654
2, 8, 0.3357555, 0.4025466, 2.561341
2, 9, 0.3706027, 0.1579614, 2.593588
2, 10, 0.3808776, -0.05301736, 2.548451
2, 11, 0.3562441, -0.1166298, 2.549324
2, 12, 0.08922569, -0.06897772, 2.601764
2, 13, 0.09338135, -0.4590613, 2.691654
2, 14, 0.1270026, -0.8282444, 2.731725
2, 15, 0.1059123, -0.9217882, 2.643142
2, 16, 0.260001, -0.07426468, 2.595021
2, 17, 0.3205146, -0.4963761, 2.673569
2, 18, 0.3525724, -0.8547426, 2.705466
2, 19, 0.3651021, -0.9261465, 2.60121
2, 20, 0.1472648, 0.4283939, 2.552703
2, 21, -0.02328255, -0.2131451, 2.559729
2, 22, 0.02114575, -0.1253087, 2.543778
2, 23, 0.3581901, -0.1907442, 2.544966
2, 24, 0.4020594, -0.1186128, 2.539
3, 0, 0.1761216, -0.07309476, 2.63515
3, 1, 0.1591398, 0.2158419, 2.590863
3, 2, 0.1404465, 0.495596, 2.535168
3, 3, 0.1518959, 0.6239331, 2.464295
3, 4, -0.04122442, 0.4124018, 2.560776
3, 5, -0.068996, 0.1608595, 2.588075
3, 6, -0.05447474, -0.05850266, 2.553699
3, 7, -0.03107815, -0.1308956, 2.568793
3, 8, 0.3330515, 0.4028985, 2.561789
3, 9, 0.3679335, 0.1569684, 2.597243
3, 10, 0.3801697, -0.05420776, 2.552711
3, 11, 0.3557756, -0.1150014, 2.557338
3, 12, 0.08858565, -0.06967607, 2.602999
3, 13, 0.09262883, -0.4578363, 2.692179
3, 14, 0.1260199, -0.8275849, 2.732316
3, 15, 0.1062025, -0.9220757, 2.642237
3, 16, 0.2589836, -0.07449661, 2.598771
3, 17, 0.3202128, -0.4969033, 2.675288
3, 18, 0.3524666, -0.8547706, 2.705372
3, 19, 0.3648146, -0.9258575, 2.600032
3, 20, 0.1453468, 0.4269319, 2.551487
3, 21, -0.02885238, -0.2154519, 2.567742
3, 22, 0.02097185, -0.133506, 2.545667
3, 23, 0.3648339, -0.186038, 2.548299
3, 24, 0.3944154, -0.1117647, 2.539067
4, 0, 0.174649, -0.07356988, 2.639234
4, 1, 0.157669, 0.2149165, 2.591685
4, 2, 0.1383252, 0.49404, 2.533813
4, 3, 0.1490979, 0.6201488, 2.461445
4, 4, -0.04326823, 0.4122785, 2.559204
4, 5, -0.07303706, 0.1571656, 2.587515
4, 6, -0.05903555, -0.05783384, 2.555496
4, 7, -0.0354238, -0.13302, 2.574118
4, 8, 0.328658, 0.4033869, 2.56222
4, 9, 0.3658404, 0.1557891, 2.600847
4, 10, 0.3795558, -0.05625517, 2.557359
4, 11, 0.3533539, -0.1120809, 2.564794
4, 12, 0.08738631, -0.07024838, 2.605546
4, 13, 0.09128956, -0.4567418, 2.694057
4, 14, 0.1245395, -0.8251192, 2.732582
4, 15, 0.1062125, -0.9220691, 2.642184
4, 16, 0.2573492, -0.0748049, 2.604439
4, 17, 0.3198056, -0.4977441, 2.676576
4, 18, 0.3519704, -0.8536022, 2.705426
4, 19, 0.3650474, -0.9253655, 2.599497
4, 20, 0.1434633, 0.4255849, 2.550746
4, 21, -0.03107111, -0.2221964, 2.578453
4, 22, 0.01591932, -0.1310311, 2.550774
4, 23, 0.3654255, -0.1840686, 2.557912
4, 24, 0.3994156, -0.1081291, 2.556353
5, 0, 0.1718343, -0.07415849, 2.643596
5, 1, 0.1553534, 0.2136698, 2.592224
5, 2, 0.1353585, 0.4917473, 2.530657
5, 3, 0.1474171, 0.6174707, 2.459281
5, 4, -0.04620426, 0.4117858, 2.555841
5, 5, -0.0797606, 0.1533934, 2.584687
5, 6, -0.06496317, -0.06163447, 2.558969
5, 7, -0.04151964, -0.1357035, 2.578923
5, 8, 0.325946, 0.4034227, 2.563939
5, 9, 0.3622766, 0.1549694, 2.605016
5, 10, 0.3780634, -0.05821302, 2.56414
5, 11, 0.3515979, -0.1122851, 2.572935
5, 12, 0.08479925, -0.07101574, 2.609097
5, 13, 0.08976513, -0.4564582, 2.695882
5, 14, 0.1244761, -0.8249301, 2.732776
5, 15, 0.1060692, -0.9223119, 2.642213
5, 16, 0.254456, -0.07521217, 2.609403
5, 17, 0.3192558, -0.4994891, 2.677805
5, 18, 0.3515633, -0.8532586, 2.705239
5, 19, 0.3647754, -0.9261063, 2.598612
5, 20, 0.1406977, 0.4236048, 2.548702
5, 21, -0.03979592, -0.2221611, 2.582732
5, 22, 0.009226462, -0.1310961, 2.558176
5, 23, 0.3566529, -0.191283, 2.571765
5, 24, 0.3939417, -0.1071054, 2.55684
6, 0, 0.1699911, -0.0769768, 2.648968
6, 1, 0.152616, 0.2113249, 2.594184
6, 2, 0.1325399, 0.4900536, 2.529888
6, 3, 0.146419, 0.6150392, 2.457677
6, 4, -0.04837815, 0.4114268, 2.553312
6, 5, -0.08270793, 0.1513786, 2.582978
6, 6, -0.06924229, -0.0647219, 2.559632
6, 7, -0.0467945, -0.1381017, 2.579625
6, 8, 0.3226333, 0.4033183, 2.565916
6, 9, 0.3585888, 0.1539884, 2.610095
6, 10, 0.3774103, -0.06007226, 2.571422
6, 11, 0.3516165, -0.1117949, 2.578241
6, 12, 0.08307036, -0.0737751, 2.613496
6, 13, 0.08797916, -0.4584027, 2.69883
6, 14, 0.1241088, -0.8247282, 2.733308
6, 15, 0.1059471, -0.9225982, 2.641873
6, 16, 0.2525408, -0.07803167, 2.615651
6, 17, 0.3183618, -0.4991274, 2.678546
6, 18, 0.3508824, -0.8527511, 2.705054
6, 19, 0.3648443, -0.9252515, 2.597882
6, 20, 0.1378982, 0.4217412, 2.548446
6, 21, -0.04414443, -0.2243176, 2.584291
6, 22, 0.006284, -0.1304089, 2.561065
6, 23, 0.3617239, -0.18779, 2.574151
6, 24, 0.3920056, -0.1150543, 2.564143
7, 0, 0.1683861, -0.0777723, 2.652083
7, 1, 0.1499791, 0.2095398, 2.595442
7, 2, 0.1288913, 0.4873535, 2.528606
7, 3, 0.1461817, 0.6126455, 2.456003
7, 4, -0.05008613, 0.4110064, 2.551122
7, 5, -0.08638916, 0.1510437, 2.5823
7, 6, -0.07340684, -0.06590072, 2.561362
7, 7, -0.05121233, -0.1426015, 2.584562
7, 8, 0.3191099, 0.4030961, 2.567926
7, 9, 0.3562842, 0.1536422, 2.615082
7, 10, 0.3763707, -0.0609865, 2.576385
7, 11, 0.3507481, -0.1113812, 2.582827
7, 12, 0.08164216, -0.07462202, 2.615858
7, 13, 0.08626907, -0.4607857, 2.702253
7, 14, 0.1240538, -0.8247464, 2.733399
7, 15, 0.105764, -0.9228359, 2.64237
7, 16, 0.250796, -0.07876264, 2.619537
7, 17, 0.3173784, -0.4985629, 2.679579
7, 18, 0.35055, -0.8526741, 2.705104
7, 19, 0.3649409, -0.925213, 2.597526
7, 20, 0.134475, 0.4192401, 2.547791
7, 21, -0.0458423, -0.2257335, 2.592761
7, 22, 0.0007070935, -0.1301769, 2.568055
7, 23, 0.3629306, -0.1864174, 2.57895
7, 24, 0.3910867, -0.121342, 2.570111
8, 0, 0.1667689, -0.07897583, 2.655191
8, 1, 0.1480659, 0.2080492, 2.596364
8, 2, 0.1268299, 0.4857061, 2.527442
8, 3, 0.1471032, 0.6094306, 2.453687
8, 4, -0.05116285, 0.4109314, 2.549245
8, 5, -0.09089629, 0.1499595, 2.579829
8, 6, -0.07825306, -0.0677921, 2.561406
8, 7, -0.05711151, -0.1443948, 2.583084
8, 8, 0.3162997, 0.4031443, 2.571104
8, 9, 0.3546205, 0.1525236, 2.620481
8, 10, 0.3755174, -0.0625147, 2.580305
8, 11, 0.3490821, -0.1072188, 2.586844
8, 12, 0.08034158, -0.07571588, 2.617762
8, 13, 0.08518679, -0.4599839, 2.702607
8, 14, 0.1236124, -0.8243725, 2.733875
8, 15, 0.1053857, -0.9235054, 2.641512
8, 16, 0.2488718, -0.08005113, 2.624071
8, 17, 0.3166394, -0.498749, 2.680278
8, 18, 0.3504124, -0.8525597, 2.705017
8, 19, 0.36487, -0.9255762, 2.597134
8, 20, 0.1324415, 0.4176188, 2.547112
8, 21, -0.05457238, -0.2269287, 2.59202
8, 22, -0.006360923, -0.1279184, 2.572334
8, 23, 0.3609154, -0.180669, 2.579179
8, 24, 0.3905832, -0.09348941, 2.572375
9, 0, 0.1661223, -0.07991789, 2.657519
9, 1, 0.1466695, 0.2063977, 2.597234
9, 2, 0.1248038, 0.4832862, 2.526489
9, 3, 0.1496345, 0.6061347, 2.452825
9, 4, -0.05157677, 0.4102324, 2.546669
9, 5, -0.09417863, 0.1492924, 2.577836
9, 6, -0.08097267, -0.06905915, 2.560398
9, 7, -0.06282699, -0.1466254, 2.579527
9, 8, 0.3146886, 0.4036631, 2.576206
9, 9, 0.3526418, 0.1530031, 2.628937
9, 10, 0.3749439, -0.06194584, 2.585026
9, 11, 0.3490714, -0.1061857, 2.59165
9, 12, 0.07981201, -0.07689341, 2.619524
9, 13, 0.08427138, -0.4603821, 2.703159
9, 14, 0.1235609, -0.8240036, 2.733997
9, 15, 0.105338, -0.9236268, 2.641569
9, 16, 0.2481161, -0.08070561, 2.626926
9, 17, 0.3160402, -0.4991056, 2.681205
9, 18, 0.3502117, -0.8525423, 2.704926
9, 19, 0.3645928, -0.9253555, 2.5968
9, 20, 0.1305481, 0.4153793, 2.546613
9, 21, -0.06264489, -0.225021, 2.586202
9, 22, -0.01262835, -0.1228191, 2.577381
9, 23, 0.3630819, -0.1747647, 2.579886
9, 24, 0.3896414, -0.1074378, 2.572105
10, 0, 0.1654129, -0.08000312, 2.658281
10, 1, 0.1461099, 0.2056142, 2.597345
10, 2, 0.1245643, 0.481526, 2.525525
10, 3, 0.1545081, 0.6029403, 2.450697
10, 4, -0.05049356, 0.4096872, 2.543371
10, 5, -0.09733626, 0.1493291, 2.574492
10, 6, -0.08444237, -0.06962547, 2.5596
10, 7, -0.06987512, -0.1466575, 2.57543
10, 8, 0.3146555, 0.403586, 2.58288
10, 9, 0.3520851, 0.1518609, 2.635298
10, 10, 0.3758737, -0.06305933, 2.589011
10, 11, 0.3531271, -0.1010879, 2.596586
10, 12, 0.07926107, -0.07755501, 2.619707
10, 13, 0.08336929, -0.4603813, 2.70393
10, 14, 0.1234053, -0.8237955, 2.734271
10, 15, 0.1042716, -0.9250424, 2.640593
10, 16, 0.2469219, -0.07988391, 2.628913
10, 17, 0.3152876, -0.4984368, 2.681371
10, 18, 0.3493702, -0.8522469, 2.705017
10, 19, 0.3629051, -0.9251633, 2.596597
